Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,129s1.SvImJ_vs_C57BL.6J,A.J_vs_C57BL.6J,C57BL.6J_vs_129s1.SvImJ,C57BL.6J_vs_A.J,C57BL.6J_vs_C57BL.6J,C57BL.6J_vs_mbio_H37Rv,CC001.Unc_vs_C57BL.6J,CC002.Unc_vs_C57BL.6J,CC003.Unc_vs_C57BL.6J,CC004.TauUnc_vs_C57BL.6J,CC005.TauUnc_vs_C57BL.6J,CC006.TauUnc_vs_C57BL.6J,CC007.Unc_vs_C57BL.6J,CC008.GeniUnc_vs_C57BL.6J,CC009.Unc_vs_C57BL.6J,CC010.GeniUnc_vs_C57BL.6J,CC011.Unc_vs_C57BL.6J,CC012.GeniUnc_vs_C57BL.6J,CC013.GeniUnc_vs_C57BL.6J,CC015.Unc_vs_C57BL.6J,CC016.GeniUnc_vs_C57BL.6J,CC017.Unc_vs_C57BL.6J,CC018.Unc_vs_C57BL.6J,CC019.TauUnc_vs_C57BL.6J,CC021.Unc_vs_C57BL.6J,CC022.GeniUnc_vs_C57BL.6J,CC023.GeniUnc_vs_C57BL.6J,CC024.GeniUnc_vs_C57BL.6J,CC025.GeniUnc_vs_C57BL.6J,CC027.GeniUnc_vs_C57BL.6J,CC028.GeniUnc_vs_C57BL.6J,CC030.GeniUnc_vs_C57BL.6J,CC031.GeniUnc_vs_C57BL.6J,CC032.GeniUnc_vs_C57BL.6J,CC033.GeniUnc_vs_C57BL.6J,CC034.Unc_vs_C57BL.6J,CC035.Unc_vs_C57BL.6J,CC037.TauUnc_vs_C57BL.6J,CC038.GeniUnc_vs_C57BL.6J,CC039.Unc_vs_C57BL.6J,CC040.TauUnc_vs_C57BL.6J,CC041.TauUnc_vs_C57BL.6J,CC042.GeniUnc_vs_C57BL.6J,CC043.GeniUnc_vs_C57BL.6J,CC044.Unc_vs_C57BL.6J,CC045.GeniUnc_vs_C57BL.6J,CC046.Unc_vs_C57BL.6J,CC047.Unc_vs_C57BL.6J,CC051.TauUnc_vs_C57BL.6J,CC056.GeniUnc_vs_C57BL.6J,CC057.Unc_vs_C57BL.6J,CC059.TauUnc_vs_C57BL.6J,CC061.GeniUnc_vs_C57BL.6J,CC065.Unc_vs_C57BL.6J,Cast.EiJ_vs_C57BL.6J,IFNG_vs_C57BL.6J,NOD.ShiLtJ_vs_C57BL.6J,NOS_vs_C57BL.6J,NZO.H1LtJ_vs_C57BL.6J,PWK.PhJ_vs_C57BL.6J,Phox_vs_C57BL.6J,Rag_vs_C57BL.6J,Wsb.Eij_vs_C57BL.6J,in_vitro_vs_C57BL.6J,Functional_Category
Rv3340,0.6726,0.4677,0.7125,0.3607,0.6629,0.0586,0.3967,0.6516,0.9131,0.6567,0.6337,0.5099,0.3999,0.0928,0.0003,0.0016,0.0106,0.2257,0.0807,0.0054,0.4851,0.0187,0.5147,0.0444,0.0157,0.0366,0.5617,0.2318,0.0183,0.0026,0.0001,0.6954,0.102,0.608,0.753,0.1321,0.1988,0.181,0.9307,0.0398,0.0,0.0278,0.0101,0.4095,0.4854,0.7178,0.1777,0.6158,0.4387,0.0372,0.1057,0.7039,0.8101,0.4454,0.0076,0.3402,0.8181,0.3821,0.8166,0.1005,0.1886,0.0724,0.8476,0.0016,0.5234,0.9031,0.5176,0.9009,1.0,0.6606,0.8871,0.9083,0.5538,0.5042,0.8075,0.9625,0.737,0.8774,0.8388,0.4507,0.6431,0.2334,0.6008,0.6557,0.4432,0.9597,0.5714,0.8228,0.5818,0.8106,0.7564,0.4309,0.6637,0.1415,0.655,0.7968,0.2627,0.4989,0.3591,0.2618,0.7696,0.1807,0.3704,0.7449,0.3316,0.575,0.4911,0.4801,0.155,0.9289,0.6958,0.5531,0.5084,0.1933,0.7827,0.6933,0.7051,0.8262,0.6109,0.6179,0.8777,0.5637,0.743,0.6518,0.5291,0.1626,0.543,0.603,intermediary metabolism and respiration
Rv3341,0.0621,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.291,0.0026,0.9511,0.2568,0.8617,0.1109,0.002,0.7926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0628,1.0,1.0,0.0675,1.0,1.0,0.0,0.4006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5683,1.0,1.0,1.0,1.0,1.0,0.5136,1.0,0.0012,0.0014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3342,0.5316,0.6039,0.3585,0.2213,0.427,0.1536,0.6154,0.7341,0.1674,0.4248,0.4357,0.4525,0.7812,0.295,0.1783,0.8755,0.4091,0.8387,0.7815,0.3524,0.2144,0.0057,0.6046,0.6914,0.1824,0.9061,0.3181,0.9944,0.0868,0.0257,0.076,0.1563,0.8886,0.6712,0.3943,0.0384,0.1355,0.6856,0.7345,0.8206,0.2279,0.0519,0.0143,0.9046,0.4507,0.4901,0.7534,0.8953,0.5877,0.2501,0.4723,0.7802,0.6956,0.9277,0.5322,0.4667,0.9101,0.5197,0.6587,0.3734,0.3106,0.0118,0.0639,0.0345,0.8297,0.8351,0.8209,0.8346,1.0,0.6298,0.4999,0.2565,0.113,0.1602,0.2937,0.8885,0.7182,0.0213,0.4563,0.4237,0.7228,0.2654,0.1119,0.3298,0.2206,0.1604,0.2886,0.3044,0.4637,0.0507,0.7084,0.4943,0.2612,0.403,0.751,0.4798,0.1307,0.4384,0.0287,0.5269,0.1722,0.1289,0.0138,0.1782,0.2288,0.2437,0.1253,0.0103,0.7515,0.4447,0.0339,0.4991,0.7005,0.6978,0.1777,0.4348,0.0724,0.2536,0.1006,0.0122,0.8543,0.1919,0.6567,0.9552,0.2815,0.3,0.1033,0.2385,intermediary metabolism and respiration
Rv3343c,0.7087,0.642,0.811,0.5385,0.7123,0.6912,0.8861,0.7239,0.3576,0.8788,0.5625,0.8303,0.6237,0.0043,0.407,0.0002,0.0371,0.207,0.0496,0.4212,0.4457,0.4623,0.8763,0.7146,0.6368,0.7519,0.9662,0.2859,0.7663,0.3735,0.9188,0.4932,0.3295,0.8593,0.6449,0.6903,0.7225,0.4908,0.15,0.2189,0.0284,0.7564,0.8277,0.9291,0.7137,0.9101,0.866,0.716,0.7347,0.2959,0.1411,0.7476,0.7598,0.9072,0.7968,0.663,0.7421,0.6614,0.5828,0.9081,0.9595,0.4725,0.8347,0.8287,0.2063,0.6349,0.2218,0.6368,1.0,0.8036,0.3866,0.3974,0.3373,0.1585,0.2823,0.6538,0.9388,0.8721,0.2211,0.775,0.6003,0.3171,0.0694,0.5618,0.3158,0.564,0.2068,0.3924,0.2177,0.5384,0.4518,0.2478,0.3492,0.4502,0.4119,0.0847,0.0936,0.4792,0.1022,0.1619,0.7323,0.1627,0.8228,0.3198,0.6212,0.5104,0.4479,0.3043,0.3987,0.464,0.5491,0.4768,0.5685,0.5326,0.249,0.4807,0.6473,0.6295,0.4109,0.4814,0.7593,0.308,0.3959,0.9534,0.5689,0.1674,0.3879,0.0082,PE/PPE
Rv3344c,0.0699,0.0621,0.598,0.6014,0.5968,0.1218,0.1801,0.591,0.5817,0.6311,0.5271,0.4165,0.1674,0.4101,0.5182,0.2111,0.3548,0.4352,0.1761,0.4195,0.3477,0.6568,0.3525,0.3242,0.3022,0.6627,0.8765,0.4293,0.5349,0.4746,0.8066,0.6062,0.8638,0.059,0.0579,0.8727,0.051,0.0784,1.0,0.6385,0.4417,0.7735,0.8263,0.5424,0.4145,0.605,0.2071,0.6134,0.6697,0.3636,0.793,0.8017,0.8844,0.9579,1.0,0.4426,0.3949,0.7222,0.9932,0.5632,0.4617,0.6392,0.3717,0.6509,0.8183,0.7377,0.8177,0.7457,1.0,0.5395,0.7312,0.9105,0.6375,0.4277,0.7559,0.9961,0.1064,0.7417,0.6785,0.8193,0.5341,0.8824,0.2547,0.5896,0.5608,0.9049,0.996,0.8694,0.2173,0.1961,0.7512,0.7484,0.9597,0.3293,0.3006,0.3319,0.7982,0.996,0.7452,0.2282,0.3976,0.9744,0.524,0.5191,0.6344,0.8012,0.7972,0.4598,0.9232,0.7766,0.6643,0.4534,0.715,0.7324,0.5836,0.8583,0.3689,0.7999,0.6741,0.998,0.591,0.6256,0.9053,0.8584,0.7965,0.401,0.8776,0.4013,PE/PPE
Rv3345c,0.0237,0.0228,0.9093,0.8559,0.8693,0.3731,0.808,0.7725,0.7102,0.6006,0.5646,0.8454,0.6263,0.0,0.0161,0.0,0.0065,0.0,0.0,0.0581,0.0015,0.5011,0.7119,0.0089,0.0015,0.3426,0.0579,0.1908,0.724,0.1287,0.106,0.5844,0.9968,0.0142,0.0113,0.4529,0.467,0.0152,0.49,0.5513,0.6314,0.0042,0.0014,0.8892,0.0045,0.4111,0.8019,0.5288,0.553,0.772,0.2558,0.9909,0.8745,0.7962,0.1153,0.3068,0.7223,0.5819,0.3978,0.2049,0.4921,0.2906,0.5655,0.7974,0.4355,0.0777,0.4324,0.0799,1.0,0.2865,0.1979,0.3336,0.6999,0.3128,0.4622,0.7437,0.2895,0.6087,0.5438,0.1394,0.5601,0.8712,0.7785,0.9683,0.9297,0.8448,0.5575,0.2048,0.129,0.0961,0.7088,0.9271,0.2233,0.0344,0.7659,0.3946,0.7984,0.552,0.9907,0.0009,0.6529,0.1583,0.1856,0.3619,0.3243,0.7101,0.6551,0.6652,0.517,0.4269,0.6558,0.9882,0.3543,0.8812,0.6077,0.412,0.1109,0.0946,0.972,0.0807,0.5711,0.5693,0.5955,0.0794,0.6399,0.0077,0.5151,0.4537,PE/PPE
Rv3346c,0.5991,0.8232,1.0,0.7028,0.7617,0.1701,0.6985,0.872,0.8946,1.0,0.2305,0.6298,0.4614,0.3112,0.9345,0.517,0.9706,0.8934,0.9207,0.5498,0.9556,0.6981,0.9429,0.67,0.3863,0.7142,0.5778,0.323,0.6833,0.6502,0.7005,0.7478,0.8741,0.8512,0.8096,0.4135,0.1149,0.5471,1.0,0.4943,0.6035,0.9047,0.7718,0.8242,0.339,0.98,0.6802,0.9667,0.9845,0.9865,0.8874,0.7697,0.8584,0.9003,0.6949,0.9504,0.7855,0.8981,0.9693,0.255,0.7565,0.7018,0.5791,0.8711,0.6193,0.8746,0.6182,0.8739,1.0,0.4142,0.4999,0.6669,0.9185,0.7256,0.9788,0.8626,0.9561,0.9601,0.9283,0.6986,0.9074,0.8393,0.8242,0.7988,0.6808,0.6998,0.8565,0.8726,0.3014,0.5086,0.7704,0.7284,0.5933,0.9379,0.6651,0.6366,0.6318,0.9806,0.9904,0.223,0.8391,0.6967,0.9085,0.6595,0.9933,0.8923,0.8453,0.5422,0.5291,0.8364,0.5973,0.985,0.6484,0.9337,0.7851,0.7189,0.6133,0.9184,0.7094,0.8924,0.62,0.673,0.5832,0.7827,0.9579,0.4194,0.6578,0.5282,cell wall and cell processes
Rv3347c,0.9985,0.8946,0.4078,0.7698,0.9723,0.0488,0.9916,0.7791,0.1692,0.9469,0.4907,0.489,0.9198,0.0,0.1279,0.0,0.0,0.0,0.0,0.0358,0.002,0.1278,0.2075,0.2831,0.3221,0.2024,0.875,0.0903,0.838,0.8732,0.7106,0.089,0.7371,0.8661,0.8261,0.6721,0.005,0.3578,0.2391,0.1534,0.0125,0.4608,0.6068,0.1647,0.5048,0.9318,0.9946,0.6858,0.7081,0.1774,0.95,0.7158,0.9436,0.8856,0.5735,0.4455,0.3845,0.3057,0.354,0.6353,0.5759,0.3578,0.8857,0.0188,0.4446,0.5777,0.4481,0.5808,1.0,0.326,0.2306,0.741,0.2706,0.1996,0.2886,0.4195,0.0226,0.9662,0.2537,0.727,0.4299,0.1837,0.8218,0.587,0.258,0.4768,0.3156,0.5626,0.8017,0.5366,0.2255,0.4845,0.3467,0.1977,0.6181,0.1023,0.1101,0.1979,0.0219,0.4357,0.8937,0.002,0.4284,0.145,0.439,0.2232,0.2335,0.0085,0.7011,0.2388,0.7372,0.9576,0.7248,0.3,0.4426,0.0817,0.1671,0.4542,0.3759,0.2781,0.9698,0.1267,0.9007,0.7195,0.5405,0.9475,0.1023,0.0038,PE/PPE
Rv3348,0.7818,0.9407,0.9348,0.9459,0.6672,0.2302,0.7022,0.606,1.0,0.8991,0.4589,0.1836,0.4876,0.0982,0.2296,0.6791,0.9053,0.9136,0.6275,0.3112,0.7789,0.8655,0.9418,0.3997,0.3281,0.674,0.4532,0.546,0.6874,0.451,0.1947,0.4103,1.0,0.7807,0.847,0.2365,0.6822,0.5375,0.5968,0.9572,0.5004,0.1204,0.622,0.2854,0.4012,0.9387,0.7864,0.44,0.4106,0.8295,0.7432,0.9624,0.2662,0.4749,0.6977,0.5435,0.9792,1.0,0.5228,0.6892,0.4701,0.0323,0.8024,0.4828,0.2386,0.0945,0.243,0.0978,1.0,0.4162,0.3858,0.506,0.2367,0.8949,0.2526,0.5646,0.9359,0.2234,0.2233,0.1332,0.1832,0.0611,0.5221,0.2023,0.3,0.076,0.0622,0.0591,0.2016,0.841,0.1239,0.5716,0.232,0.4753,1.0,0.2435,0.5018,0.419,0.4425,0.4814,0.0824,0.0874,0.0857,0.6283,0.9896,0.3683,0.3851,0.3913,0.2849,0.965,0.4379,0.4915,0.2635,0.5851,0.3137,0.0904,0.1582,0.1308,0.079,0.1953,0.1017,0.8294,0.4826,0.8758,0.2973,0.6864,0.5137,0.3344,insertion seqs and phages
Rv3349c,0.9507,0.9421,0.9006,0.6231,0.5693,0.7375,0.4012,0.9033,0.7259,0.8717,0.9971,0.9162,0.6867,0.1594,0.73,0.9894,0.14,0.5852,0.1598,0.8621,0.7609,1.0,0.6454,0.0001,0.0035,0.3378,0.002,0.0319,0.1991,0.8914,0.6989,0.4649,0.8712,0.7332,0.8341,0.1907,0.4469,0.6676,0.7075,0.8803,0.8991,0.3749,0.9147,0.4689,0.0473,0.3389,0.5803,0.8687,0.8116,0.1928,0.9222,0.9647,0.1913,0.9398,0.2011,0.6166,0.7315,0.2012,0.5521,0.7425,0.3859,0.3574,0.9003,0.3742,0.8286,0.5653,0.827,0.5668,1.0,0.3057,0.4269,0.8,0.7765,0.5353,0.403,0.7761,0.2815,0.0561,0.823,0.7574,0.8494,0.6945,0.5877,0.705,0.2673,0.4444,0.6102,0.9863,0.8822,0.3126,0.8539,0.7635,0.8104,0.1377,0.4747,0.5948,0.0686,0.9653,0.7213,0.5508,0.7627,0.1102,0.4125,0.7761,0.5238,0.5651,0.924,0.9423,0.0883,0.6795,0.3806,0.8029,0.7878,0.9075,0.9085,0.1989,0.968,0.9963,0.4799,0.9882,0.9593,0.4708,0.7601,0.6594,0.3906,0.9968,0.579,0.6219,insertion seqs and phages
Rv3350c,0.7163,0.7298,0.5195,0.3712,0.9983,0.1488,0.951,0.8272,0.434,0.9133,0.8649,0.0834,0.0995,0.0,0.0355,0.0,0.0011,0.0055,0.0004,0.2445,0.0487,0.1883,0.308,0.2761,0.8014,0.3897,0.3859,0.0333,0.9038,0.0828,0.5409,0.4886,0.2856,0.881,0.7002,0.3573,0.3757,0.266,0.8697,0.1452,0.0604,0.3167,0.7378,0.4997,0.1146,0.8161,0.2378,0.725,0.7136,0.2247,0.9854,0.9208,0.7845,0.8642,0.7712,0.4059,0.0736,0.3657,0.9712,0.0167,0.7501,0.2499,0.9605,0.7507,0.6728,0.6091,0.6697,0.6141,1.0,0.4784,0.7852,0.7005,0.8114,0.8566,0.8734,0.9005,0.1381,0.1132,0.895,0.7947,0.9434,0.8146,0.5224,0.6814,0.2253,0.8164,0.8347,0.8777,0.4097,0.8408,0.9246,0.9449,0.8871,0.8525,0.5483,0.8679,0.5216,0.9212,0.967,0.6292,0.8629,0.2585,0.9654,0.9732,0.9371,0.5543,0.9371,0.4932,0.9052,0.9422,0.9757,0.7834,0.3512,0.6841,0.9516,0.2768,0.1963,0.8912,0.8193,0.4265,0.7865,0.9246,0.4771,0.3067,0.8104,0.6828,0.672,0.3891,PE/PPE
Rv3352c,0.3334,0.3828,0.6633,1.0,0.6734,0.738,1.0,0.6743,1.0,1.0,0.6103,0.5121,0.9733,0.577,0.9765,0.9907,0.5504,0.6566,0.4585,0.7486,0.7967,0.8317,0.2535,0.1353,0.4552,1.0,0.4299,0.5987,0.5571,0.8307,0.7287,0.827,1.0,0.6061,0.5627,0.6912,0.0094,0.9194,0.3374,0.8014,0.7699,0.583,0.6448,0.828,1.0,0.6505,0.4232,0.5681,0.7197,0.4508,0.6279,1.0,0.5741,0.8975,1.0,1.0,0.2526,0.6721,0.6356,0.2498,0.905,0.1924,0.8945,0.0326,0.9452,0.7785,0.9451,0.7635,1.0,0.0637,0.7021,0.861,0.4872,0.7064,0.9978,0.8394,0.8713,0.8984,0.9606,0.5357,0.9309,0.9596,0.2295,0.619,0.6239,0.6642,0.642,0.4474,0.8097,0.5787,0.9601,0.7554,0.6014,0.615,0.9442,0.8089,0.2483,0.5072,0.7761,0.3974,0.9832,0.9142,0.928,0.6395,0.5706,0.5438,0.6502,0.9124,0.2366,0.7984,0.8416,0.9666,0.6156,1.0,0.9311,0.6954,0.5134,0.7828,0.4928,0.8332,0.776,0.6225,0.676,0.8598,0.8858,0.7528,0.9849,0.7665,intermediary metabolism and respiration
Rv3355c,0.5873,0.7346,0.8921,0.7361,0.8853,0.3399,1.0,0.8285,0.4232,0.433,0.6508,0.9272,0.6997,0.0995,0.9007,0.2084,0.3065,0.2071,0.1122,0.574,0.355,0.4045,1.0,0.5106,1.0,0.5303,1.0,0.2108,0.4039,0.5991,0.7017,0.4786,1.0,0.9177,0.8711,0.5429,0.015,0.8354,1.0,0.7411,0.6372,0.9307,0.8979,1.0,0.5914,0.279,0.6433,0.6714,0.6936,0.3867,0.9439,0.6064,0.3713,0.8686,1.0,0.886,0.8498,1.0,0.8709,0.3609,0.7768,0.8168,1.0,0.9174,0.5212,0.5844,0.5297,0.5869,1.0,0.2421,0.7057,0.4837,0.4025,0.4569,0.6928,0.9233,0.6974,0.5914,0.6479,0.9579,0.8193,0.8253,0.5918,0.7284,1.0,0.6898,0.6931,0.9719,0.3757,0.844,0.8212,0.6851,0.8413,0.3969,0.8553,0.3779,0.8052,0.7376,0.5603,0.378,0.8048,0.6473,0.7436,0.515,1.0,0.9366,0.8071,0.5844,0.7516,0.8603,0.7664,0.5127,0.5113,0.8254,0.6471,1.0,0.4056,0.6938,0.7018,0.8435,0.4228,0.8571,0.7034,0.8934,1.0,0.6517,0.9595,0.4878,cell wall and cell processes
Rv3356c,0.937,0.939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0559,0.0,0.0,0.0,0.0,0.0194,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9351,0.9399,1.0,0.8872,0.9382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2473,0.2519,1.0,1.0,1.0,1.0,1.0,0.8556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3357,0.8056,0.8197,0.8405,0.8512,0.6697,0.0544,0.8686,0.6421,0.5231,0.2735,0.8206,0.7017,0.8767,0.0069,0.3281,0.0066,0.0496,0.0755,0.1224,0.6558,0.0696,0.4215,0.2367,0.0352,0.1176,0.4577,0.5666,0.1947,0.8034,0.8255,0.3467,0.9141,0.5642,0.8837,0.9814,0.8278,0.3551,0.2222,0.689,0.2897,0.2224,0.4928,0.6535,0.6538,0.6452,0.8177,0.2486,0.4217,0.4203,0.2639,0.5776,0.6137,0.9169,0.7994,0.8385,0.6705,0.578,0.7587,0.0299,0.0565,0.0392,0.9648,0.6561,0.672,0.7907,0.5911,0.7896,0.592,1.0,0.7181,0.3631,0.7208,0.5995,0.9741,0.8478,0.8415,0.7021,0.4545,0.8392,0.8008,0.8218,0.9505,0.5634,0.9817,0.8046,0.6428,0.8551,0.6795,0.8569,0.7232,0.7005,0.3692,0.7544,0.3178,0.4368,0.3921,0.3623,0.7981,0.7539,0.1728,0.4435,0.4014,0.7367,0.9092,0.719,0.721,0.9269,0.9571,0.2264,0.5652,0.4605,0.864,0.7598,0.7297,0.9539,0.2366,0.0902,0.6435,0.6328,0.3303,0.4657,0.4842,0.3762,0.3091,0.5703,0.848,0.5686,0.6947,"virulence, detoxification, adaptation"
Rv3358,0.4002,0.4775,0.5468,0.4055,0.6859,0.0672,0.764,0.3387,0.7426,0.6477,0.7835,0.8014,0.535,0.6877,0.604,0.4979,0.2262,0.8868,0.3812,0.4202,0.901,0.3357,0.8246,0.0098,0.0263,0.4945,0.0003,0.0337,0.7967,0.0016,0.0318,0.2237,0.723,0.4051,0.5423,0.8444,0.5396,0.6302,0.8841,0.8101,0.1953,0.5855,0.7966,0.73,0.8742,0.6554,0.472,0.8838,0.8663,0.8592,0.4533,0.6649,0.9602,0.8861,0.4284,0.3577,0.0874,0.7169,0.3298,0.6779,0.1347,0.8537,0.6386,0.3555,0.473,0.6409,0.4622,0.6285,1.0,0.8851,0.9358,0.6796,0.4538,0.2577,0.5853,0.7722,0.9564,0.4036,0.8594,0.549,0.9931,0.5491,0.7513,0.711,0.774,0.5533,0.4837,0.7482,0.3324,0.9692,0.7191,0.8819,0.8489,0.7455,0.4476,0.4371,0.9772,0.4512,0.8769,0.4431,0.6483,0.5428,0.5781,0.3522,0.6182,0.6299,0.6581,0.0183,0.5542,0.2625,0.1169,0.6621,0.9423,0.9025,0.5362,0.8152,0.7999,0.7631,0.7437,0.5495,0.7529,0.6783,0.6529,0.6201,0.637,0.9281,0.6953,0.8617,"virulence, detoxification, adaptation"
Rv3359,0.7956,0.8685,0.6815,0.8213,0.8373,0.926,0.9954,0.7725,0.753,0.3061,0.4809,0.7237,0.6145,0.0003,0.5527,0.04,0.0767,0.1604,0.041,0.0779,0.2059,0.7588,0.5091,0.939,0.7926,0.6438,0.4383,0.2198,0.9116,0.6231,0.6141,0.373,0.7912,0.7951,0.9231,0.6406,0.0075,0.581,0.6261,0.7167,0.3992,0.4048,0.8955,0.4871,0.5132,0.4247,0.0973,0.9866,0.9937,0.5973,0.8967,0.8845,0.8678,0.9019,0.9072,0.8841,0.8219,0.7207,0.616,0.2859,0.3889,0.6708,0.9037,0.6512,0.9071,0.5264,0.9064,0.5378,1.0,0.5186,0.5243,0.9641,0.777,0.7794,0.9758,0.7944,0.1757,0.9157,0.7187,0.8622,0.9517,0.8433,0.998,0.8807,0.5198,0.7933,0.8293,0.9741,0.8355,0.8226,0.9642,0.8685,0.9673,0.7994,0.4197,0.6847,0.5876,0.7768,0.9272,0.7268,0.9868,0.7095,0.8259,0.8269,0.6615,0.808,0.7893,0.8925,0.448,0.8567,0.7813,0.8724,0.2276,0.9921,0.9926,0.3464,0.6385,0.7992,0.8612,0.8911,0.9013,0.6672,0.8696,0.7002,0.9913,0.4225,0.851,0.8422,intermediary metabolism and respiration
