ORF,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_mbio_H37Rv,carey_630_vs_mbio_H37Rv,carey_631_vs_mbio_H37Rv,carey_632_vs_mbio_H37Rv,carey_641_vs_mbio_H37Rv,carey_662_vs_mbio_H37Rv,carey_663_vs_mbio_H37Rv,carey_667_vs_mbio_H37Rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,Functional_Category
Rv2431c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79781,0.98736,0.97948,0.9286,1.0,1.0,0.8829899999999999,1.0,0.8772700000000001,1.0,1.0,0.73021,1.0,0.41248,0.56812,1.0,0.7319399999999999,0.47213,1.0,1.0,1.0,1.0,1.0,0.47261,1.0,1.0,1.0,0.84496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,1.0,PE/PPE
Rv2434c,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70449,1.0,0.81557,0.87503,1.0,1.0,0.98745,1.0,0.95292,1.0,0.30761,0.52436,1.0,0.85131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98243,1.0,1.0,1.0,0.017159999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0061600000000000005,0.03493,1.0,1.0,1.0,1.0,1.0,0.91975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2435c,1.0,1.0,1.0,1.0,1.0,0.87795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9362,1.0,0.83078,0.98257,1.0,0.96225,0.7596,1.0,0.8206700000000001,1.0,0.88164,1.0,1.0,0.5981,0.6672100000000001,1.0,0.58458,1.0,1.0,1.0,1.0,1.0,1.0,0.78196,1.0,1.0,1.0,0.02111,0.96676,1.0,1.0,0.4407100000000001,1.0,1.0,1.0,1.0,0.02018,0.10236,1.0,1.0,1.0,1.0,1.0,0.85156,1.0,1.0,0.6884600000000001,1.0,1.0,1.0,0.89359,intermediary metabolism and respiration
Rv2436,1.0,1.0,1.0,0.5144,1.0,0.4517100000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62656,0.61282,0.97621,0.8392799999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.9971,1.0,1.0,0.3736,0.57067,1.0,0.27469,0.99361,0.99575,1.0,1.0,1.0,1.0,0.71099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5723600000000001,1.0,0.26541,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8391799999999999,1.0,1.0,1.0,0.8987200000000001,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2437,1.0,1.0,1.0,1.0,1.0,0.3278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47865,0.85613,0.99386,0.70387,1.0,0.93711,0.50055,1.0,1.0,1.0,0.5942,0.63469,1.0,0.99389,1.0,1.0,0.84403,0.39185,0.99575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09975,0.79102,1.0,0.82552,1.0,0.87636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6249399999999999,1.0,1.0,0.42607,1.0,1.0,0.20549,1.0,cell wall and cell processes
Rv2438c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92533,1.0,0.79567,0.20869,0.50684,1.0,0.80003,0.96641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64607,1.0,1.0,0.80576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34643,intermediary metabolism and respiration
Rv2439c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68393,0.98484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7047,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2440c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2441c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61282,1.0,1.0,1.0,1.0,0.58607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,information pathways
Rv2442c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57145,1.0,1.0,1.0,0.72336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8866700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv2443,1.0,1.0,1.0,0.80182,1.0,0.39171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7510899999999999,0.55056,0.93562,0.91789,1.0,0.81396,0.61051,0.64454,1.0,1.0,0.97875,1.0,1.0,0.8295100000000001,0.30314,1.0,0.93801,1.0,1.0,1.0,1.0,1.0,0.91896,0.44279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17643,1.0,1.0,0.33586,1.0,cell wall and cell processes
Rv2444c,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6842600000000001,0.91882,0.96593,0.9836,1.0,1.0,1.0,1.0,0.19301,1.0,1.0,0.49312,1.0,0.5163,1.0,1.0,0.5390699999999999,0.87951,0.98223,1.0,1.0,1.0,1.0,0.8345600000000001,0.7521800000000001,1.0,0.98156,0.75838,1.0,1.0,1.0,0.97527,1.0,0.20682,1.0,1.0,0.82775,1.0,1.0,1.0,1.0,1.0,1.0,0.8391799999999999,1.0,1.0,0.7568199999999999,1.0,1.0,0.07927000000000001,0.12199000000000003,information pathways
Rv2445c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63497,1.0,1.0,1.0,1.0,0.54995,0.71611,0.6775,0.81279,1.0,0.8188300000000001,0.67355,0.80916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93692,1.0,1.0,1.0,1.0,1.0,1.0,0.05048,intermediary metabolism and respiration
Rv2446c,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19756,0.92442,0.98241,0.96083,1.0,0.39993,1.0,1.0,0.99003,1.0,0.96894,0.86179,1.0,0.95996,0.8887700000000001,1.0,0.38461,0.17615999999999998,1.0,1.0,1.0,1.0,1.0,0.10882,0.95048,1.0,1.0,0.99122,1.0,0.63246,1.0,0.87129,1.0,0.67614,1.0,1.0,0.91986,1.0,1.0,1.0,1.0,1.0,1.0,0.7979999999999999,1.0,1.0,0.9444,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2447c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61282,1.0,1.0,1.0,1.0,0.58607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2448c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99386,0.5712,1.0,1.0,0.3074,1.0,1.0,1.0,0.72139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95596,1.0,1.0,0.85426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv2450c,1.0,1.0,1.0,0.56435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08747,0.49795,0.30925,0.75195,1.0,0.95772,0.01735,0.74153,1.0,1.0,0.77586,0.95292,1.0,0.85557,0.77694,1.0,0.7217100000000001,0.98713,1.0,1.0,1.0,1.0,1.0,0.19259,1.0,1.0,0.92647,1.0,1.0,1.0,1.0,0.81297,1.0,0.08227000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84101,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2453c,1.0,1.0,1.0,1.0,1.0,0.99397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9553,0.94344,0.96375,1.0,1.0,0.9849,0.87511,0.79067,1.0,0.30288000000000004,1.0,1.0,1.0,0.8530200000000001,1.0,0.8279299999999999,0.39489,0.23265,1.0,1.0,1.0,1.0,0.95959,0.95048,1.0,0.46616,1.0,1.0,1.0,1.0,0.77167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91452,1.0,1.0,1.0,0.32788,intermediary metabolism and respiration
Rv2454c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.29092,1.0,1.0,0.0,0.7350800000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0261,0.00864,intermediary metabolism and respiration
Rv2455c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13487000000000002,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8744700000000001,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.14847,1.0,1.0,0.3515,1.0,1.0,1.0,1.0,0.24241,0.0,intermediary metabolism and respiration
Rv2456c,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71595,1.0,1.0,0.91859,1.0,0.95667,1.0,1.0,0.31326,1.0,1.0,0.39792,1.0,0.90611,0.0323,1.0,0.96676,0.30797,1.0,0.88264,1.0,1.0,1.0,0.52046,1.0,1.0,1.0,0.92213,1.0,1.0,1.0,0.91613,1.0,0.9641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66786,1.0,0.95602,1.0,0.8880899999999999,cell wall and cell processes
Rv2457c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79706,0.6252300000000001,0.5712,1.0,0.38472,0.84764,0.72336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2458,1.0,1.0,1.0,1.0,1.0,0.48037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8127300000000001,0.73529,0.9097,0.96513,1.0,1.0,1.0,0.94234,0.01028,1.0,0.96451,0.1254,1.0,0.43074,0.00411,1.0,0.79611,0.0399,1.0,1.0,1.0,1.0,1.0,0.62979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30044,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2459,1.0,1.0,1.0,1.0,1.0,0.7709199999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93086,1.0,1.0,1.0,1.0,1.0,0.9935,1.0,0.62778,1.0,0.98655,0.57175,1.0,1.0,1.0,1.0,0.79443,0.48694,1.0,1.0,1.0,1.0,1.0,0.74316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2460c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99652,1.0,1.0,1.0,1.0,1.0,0.45944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8866700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2461c,1.0,1.0,1.0,1.0,1.0,0.82139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36566,1.0,0.45469,0.07815,0.3019,0.1965,0.89948,0.72336,0.99003,1.0,1.0,1.0,1.0,1.0,0.8297100000000001,1.0,1.0,0.8743700000000001,1.0,1.0,1.0,1.0,1.0,0.8218799999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,intermediary metabolism and respiration
Rv2462c,1.0,1.0,1.0,1.0,1.0,1.0,0.16209,1.0,0.0,0.10231,1.0,1.0,1.0,0.4977,0.65263,0.99445,1.0,1.0,1.0,0.80003,0.8740000000000001,1.0,1.0,1.0,0.66466,1.0,0.97324,0.93337,1.0,0.8337399999999999,0.63367,0.11083,1.0,1.0,1.0,0.0,0.99692,0.76088,1.0,0.0,0.31588,0.67165,0.11838,1.0,0.8944200000000001,1.0,1.0,1.0,1.0,0.17231,0.8660899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.70127,1.0,0.6212,0.00201,cell wall and cell processes
Rv2463,1.0,1.0,1.0,1.0,1.0,0.40092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5888899999999999,0.28516,1.0,0.995,1.0,1.0,0.7863,0.8862899999999999,0.0,1.0,0.19818,0.7223,1.0,0.85557,0.0,1.0,0.47607,0.25671,1.0,0.8214299999999999,1.0,1.0,1.0,0.35943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37897,1.0,0.8260200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35497,1.0,1.0,1.0,0.13931,intermediary metabolism and respiration
Rv2464c,1.0,1.0,1.0,1.0,1.0,0.8825799999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6073,0.98746,0.09445,0.8975,1.0,0.91584,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85719,0.8318,1.0,0.53808,0.50316,1.0,1.0,1.0,1.0,1.0,0.83696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9821,1.0,1.0,1.0,1.0,information pathways
Rv2465c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2467,1.0,1.0,1.0,0.98902,1.0,0.47769,0.0,1.0,0.95612,0.057,1.0,1.0,1.0,0.5289699999999999,0.67982,0.06902,0.42117,1.0,0.32419000000000003,0.96958,1.0,0.0,1.0,0.63715,0.08489,1.0,0.91986,0.0,1.0,0.99948,0.31627,0.5187,0.09044,1.0,1.0,1.0,0.95034,0.68807,1.0,0.60696,0.0,1.0,0.74152,1.0,0.0,0.56182,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.035210000000000005,1.0,0.41128,0.95847,1.0,0.25239,1.0,1.0,1.0,0.00201,intermediary metabolism and respiration
Rv2470,1.0,1.0,1.0,0.67967,1.0,1.0,0.20462,1.0,1.0,1.0,1.0,1.0,1.0,0.06356,0.84805,0.0,0.0038,0.00782,0.00363,0.8650399999999999,0.0035,1.0,1.0,0.7234,1.0,1.0,1.0,0.57067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49599,1.0,1.0,0.45119,0.00717,1.0,1.0,1.0,0.97527,1.0,0.28135,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.17733,1.0,1.0,0.22973,1.0,1.0,1.0,1.0,0.0,0.0,intermediary metabolism and respiration
Rv2471,1.0,1.0,1.0,1.0,1.0,0.7734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8389700000000001,0.54557,1.0,0.8705299999999999,1.0,1.0,0.95866,1.0,1.0,1.0,0.0,0.28596,1.0,1.0,1.0,1.0,0.97381,0.50122,0.75149,1.0,1.0,1.0,1.0,0.98071,0.92021,1.0,1.0,0.69799,1.0,1.0,1.0,0.83962,1.0,0.11138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45953,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2473,1.0,1.0,1.0,1.0,1.0,0.36575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70449,0.04472,1.0,0.79045,1.0,1.0,1.0,1.0,1.0,1.0,0.49454,0.76936,1.0,1.0,0.84239,1.0,0.84403,0.8743700000000001,1.0,1.0,1.0,1.0,1.0,0.92657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2476c,1.0,1.0,1.0,1.0,1.0,0.64754,1.0,1.0,0.0,0.19526,0.0,0.0,1.0,0.32612,0.44756,0.32147,0.77453,1.0,0.84111,0.02112,0.67189,0.0,0.08867,1.0,0.52436,0.09068,0.01705,0.64023,0.0,0.0176,0.07647999999999999,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.92128,1.0,0.0,0.04694,1.0,0.97527,1.0,0.0,0.0,0.0,0.07249,0.16839,0.26907,1.0,0.0,1.0,0.0,1.0,0.64922,0.6623399999999999,0.0,1.0,1.0,1.0,0.0,intermediary metabolism and respiration
Rv2477c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89507,0.91882,0.27639,0.07275,0.25664000000000003,0.48479,0.0,0.7894899999999999,0.95695,1.0,0.97375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66564,0.86211,1.0,0.0,0.02298,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,0.07196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54577,0.34062,cell wall and cell processes
Rv2479c,1.0,1.0,1.0,1.0,1.0,0.8282299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35337,0.34488,0.94543,0.93719,0.22044,1.0,0.00322,1.0,0.9268,1.0,1.0,0.78018,1.0,0.85405,0.79004,1.0,0.6452100000000001,0.8743700000000001,1.0,0.77223,1.0,1.0,1.0,0.13247,0.8866700000000001,1.0,1.0,0.99829,0.0,0.008490000000000001,1.0,0.7578699999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8776799999999999,1.0,1.0,0.97892,1.0,1.0,1.0,0.55078,insertion seqs and phages
Rv2480c,1.0,1.0,1.0,1.0,1.0,0.76454,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.58023,0.94083,0.95026,1.0,1.0,1.0,0.29271,1.0,1.0,1.0,0.81789,1.0,1.0,1.0,0.8677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65755,1.0,1.0,1.0,1.0,0.74493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.59414,1.0,1.0,1.0,1.0,insertion seqs and phages
Rv2482c,1.0,1.0,1.0,0.68905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83068,0.02036,0.98209,0.09975,1.0,0.7975300000000001,0.0,0.9537,1.0,1.0,0.73575,0.93925,1.0,0.85557,0.6350600000000001,1.0,1.0,0.98713,1.0,1.0,1.0,1.0,1.0,0.7520399999999999,1.0,1.0,1.0,0.43692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25239,1.0,1.0,1.0,1.0,lipid metabolism
Rv2483c,1.0,1.0,1.0,1.0,1.0,0.28514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35047,1.0,0.8953399999999999,0.9165,1.0,1.0,0.78258,1.0,0.8891399999999999,1.0,0.0,0.0,1.0,0.79881,0.4124,1.0,1.0,0.20773000000000005,0.061570000000000014,1.0,1.0,1.0,1.0,0.99242,1.0,1.0,0.91599,1.0,1.0,1.0,1.0,0.6342300000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5718,1.0,1.0,0.91614,1.0,1.0,1.0,0.85411,lipid metabolism
Rv2484c,1.0,1.0,1.0,0.4637,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69133,0.11145,0.7703,0.51876,1.0,0.99214,0.0,0.87172,0.99003,1.0,0.7266199999999999,1.0,1.0,0.85557,1.0,1.0,0.52775,0.80469,1.0,1.0,1.0,1.0,1.0,0.04541,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77198,1.0,1.0,1.0,1.0,lipid metabolism
