"","ORF","Name","Description","Final.Call","tuberculist","tbdb","kegg","pubmed","google","pubmed_name","google_name","essentiality","geneName"
"2431","Rv2371","PE_PGRS40","PE-PGRS family protein PE_PGRS40","Uncertain","<a href='https://mycobrowser.epfl.ch/genes/Rv2371' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2371' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2371' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2371' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2371' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=PE_PGRS40' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=PE_PGRS40' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Uncertain","<span style=""font-weight:bold"">ORF: </span>Rv2371"
"2432","Rv2372c","Rv2372c","hypothetical protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2372c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2372c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2372c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2372c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2372c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2372c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv2372c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2372c"
"2433","Rv2373c","dnaJ2","Probable chaperone protein DnaJ2","Growth-defect","<a href='https://mycobrowser.epfl.ch/genes/Rv2373c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2373c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2373c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2373c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2373c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=dnaJ2' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=dnaJ2' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Growth-defect","<span style=""font-weight:bold"">ORF: </span>Rv2373c"
"2434","Rv2374c","hrcA","Probable heat shock protein transcriptional repressor HrcA","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2374c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2374c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2374c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2374c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2374c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=hrcA' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=hrcA' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2374c"
"2435","Rv2375","Rv2375","hypothetical protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2375' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2375' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2375' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2375' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2375' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2375' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv2375' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2375"
"2436","Rv2376c","cfp2","Low molecular weight antigen CFP2 (low molecular weight protein antigen 2) (CFP-2)","Uncertain","<a href='https://mycobrowser.epfl.ch/genes/Rv2376c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2376c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2376c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2376c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2376c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=cfp2' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=cfp2' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Uncertain","<span style=""font-weight:bold"">ORF: </span>Rv2376c"
"2437","Rv2377c","mbtH","Putative conserved protein MbtH","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2377c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2377c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2377c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2377c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2377c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=mbtH' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=mbtH' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2377c"
"2438","Rv2378c","mbtG","Lysine-N-oxygenase MbtG (L-lysine 6-monooxygenase) (lysine N6-hydroxylase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2378c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2378c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2378c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2378c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2378c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=mbtG' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=mbtG' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2378c"
"2439","Rv2379c","mbtF","Peptide synthetase MbtF (peptide synthase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2379c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2379c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2379c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2379c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2379c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=mbtF' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=mbtF' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2379c"
"2440","Rv2380c","mbtE","Peptide synthetase MbtE (peptide synthase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2380c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2380c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2380c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2380c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2380c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=mbtE' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=mbtE' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2380c"
"2441","Rv2381c","mbtD","Polyketide synthetase MbtD (polyketide synthase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2381c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2381c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2381c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2381c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2381c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=mbtD' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=mbtD' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2381c"
"2442","Rv2382c","mbtC","Polyketide synthetase MbtC (polyketide synthase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2382c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2382c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2382c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2382c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2382c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=mbtC' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=mbtC' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2382c"
"2443","Rv2383c","mbtB","Phenyloxazoline synthase MbtB (phenyloxazoline synthetase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2383c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2383c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2383c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2383c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2383c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=mbtB' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=mbtB' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2383c"
"2444","Rv2384","mbtA","Bifunctional enzyme MbtA: salicyl-AMP ligase (SAL-AMP ligase) + salicyl-S-ArCP synthetase","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2384' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2384' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2384' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2384' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2384' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=mbtA' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=mbtA' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2384"
"2445","Rv2385","mbtJ","Putative acetyl hydrolase MbtJ","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2385' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2385' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2385' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2385' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2385' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=mbtJ' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=mbtJ' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2385"
"2446","Rv2386c","mbtI","Isochorismate synthase MbtI","Growth-defect","<a href='https://mycobrowser.epfl.ch/genes/Rv2386c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2386c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2386c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2386c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2386c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=mbtI' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=mbtI' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Growth-defect","<span style=""font-weight:bold"">ORF: </span>Rv2386c"
"2447","Rv2387","Rv2387","hypothetical protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2387' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2387' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2387' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2387' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2387' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2387' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv2387' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2387"
"2448","Rv2388c","hemN","Probable oxygen-independent coproporphyrinogen III oxidase HemN (coproporphyrinogenase) (coprogen oxidase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2388c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2388c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2388c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2388c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2388c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=hemN' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=hemN' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2388c"
"2449","Rv2389c","rpfD","Probable resuscitation-promoting factor RpfD","Growth-advantage","<a href='https://mycobrowser.epfl.ch/genes/Rv2389c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2389c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2389c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2389c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2389c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=rpfD' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=rpfD' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Growth-advantage","<span style=""font-weight:bold"">ORF: </span>Rv2389c"
"2450","Rv2390c","Rv2390c","hypothetical protein","Growth-advantage","<a href='https://mycobrowser.epfl.ch/genes/Rv2390c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2390c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2390c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2390c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2390c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2390c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv2390c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Growth-advantage","<span style=""font-weight:bold"">ORF: </span>Rv2390c"
"2451","Rv2391","sirA","Ferredoxin-dependent sulfite reductase SirA","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv2391' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2391' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2391' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2391' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2391' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=sirA' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=sirA' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv2391"
"2452","Rv2392","cysH","Probable 3'-phosphoadenosine 5'-phosphosulfate reductase CysH (PAPS reductase, thioredoxin DEP.) (padops reductase) (3'-phosphoadenylylsulfate reductase) (PAPS sulfotransferase)","Growth-defect","<a href='https://mycobrowser.epfl.ch/genes/Rv2392' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv2392' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv2392' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv2392' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv2392' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=cysH' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=cysH' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Growth-defect","<span style=""font-weight:bold"">ORF: </span>Rv2392"
